Tag,Datum,Start,Ende,Min,Soll,Rezeptur,Produkt,System,Year,FilePath
Mo,28.03.,10:00,21:33,48,52.18,A-219,100G Kirsch Mandel,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 13 Version 1.xlsx
Mo,28.03.,14:35,20:28,16,21,A-933,KK 100G Peru 74%,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 13 Version 1.xlsx
Mo,04.04.,22:00,12:30:00,40,42.21422099999999,A-294,100G Kakao-Mousse,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 14 Version 2.xlsx
Di,05.04.,22:00,05:29:00,30,34.4,A-26,100G Nugat,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 14 Version 2.xlsx
Di,05.04.,22:13,09:52:00,36,42,A-214,100G Knusperkeks,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 14 Version 2.xlsx
Di,05.04.,10:30:00,16:53:00,20,28.2,A-27,100G Joghurt,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 14 Version 2.xlsx
Mo,11.04.,22:00,10:04,50,55.37107199999999,A-26,100G Nugat,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 15 Version 1.xlsx
Mo,11.04.,16:16,19:24,9,11.2,A-932,KK 100G Nicaragua 61%,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 15 Version 1.xlsx
Do,21.04.,01:39,04:55,12,15.043008,A-20,100G Halbbitter,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 16 Version 2.xlsx
Do,21.04.,14:17,17:34,8,10.045004,A-611,250G Weiss + Crisp,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 16 Version 2.xlsx
Do,21.04.,05:40,10:55,20,22.162216,A-28,100G Pfefferminz,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 16 Version 2.xlsx
Do,21.04.,19:19,22:00,8,10,A-601,250G Nugat,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 16 Version 2.xlsx
Mo,02.05.,06:00,16:26,34,36.16,A-217,100G Weisse Mango Maracuja,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 18 Version 1.xlsx
Mo,02.05.,06:00,11:56,22,25.048505,A-294,100G Kakao-Mousse,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 18 Version 1.xlsx
Mo,02.05.,13:26,20:50,24,34.00680000000001,A-26,100G Nugat,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 18 Version 1.xlsx
Mo,16.05.,06:00,13:28,18,24,A-220,100G Waffel,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 20 Version 1.xlsx
Mo,16.05.,06:00,13:41,28,32,A-294,100G Kakao-Mousse,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 20 Version 1.xlsx
Mo,23.05.,22:00,07:40,34,44.376874,A-26,100G Nugat,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 21 Version 1.xlsx
Mo,23.05.,06:00,13:50,20,24.222422,A-214,100G Knusperkeks,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 21 Version 1.xlsx
Mo,23.05.,08:25,13:52,20,25.056,A-27,100G Joghurt,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 21 Version 1.xlsx
Mo,23.05.,15:22,22:00,24,27.97451627067669,A-294,100G Kakao-Mousse,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 21 Version 1.xlsx
Mo,23.05.,15:40,21:52,16,22.128,A-932,KK 100G Nicaragua 61%,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 21 Version 1.xlsx
Mo,30.05.,05:27,10:05,10,15.20552,A-220,100G Waffel,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 22 Version 1.xlsx
Di,07.06.,22:00,07:48,24,30.2,A-214,100G Knusperkeks,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 23 Version 1.xlsx
Di,07.06.,11:28,20:32,30,33.3,A-298,100G Kokos,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 23 Version 1.xlsx
Mo,27.06.,06:00,12:12,24,26.154615,A-294,100G Kakao-Mousse,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 26 Version 1.xlsx
Mo,27.06.,13:42,20:43,26,32.262451,A-26,100G Nugat,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 26 Version 1.xlsx
Mo,04.07.,06:00,10:59,12,16.324,A-2110,100G Karamell-Mousse,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 27 Version 1.xlsx
Mo,04.07.,06:00,21:19,66,70.302058,A-26,100G Nugat,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 27 Version 1.xlsx
Mo,04.07.,12:29,16:26,10,14.128,A-932,KK 100G Nicaragua 61%,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 27 Version 1.xlsx
Mo,11.07.,22:00,04:17,22,26.462646,A-294,100G Kakao-Mousse,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 28 Version 1.xlsx
Mo,11.07.,05:47,14:59,36,42.216442,A-26,100G Nugat,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 28 Version 1.xlsx
Mo,18.07.,06:00,13:51,22,24.250425,A-214,100G Knusperkeks,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 29 Version 1.xlsx
Mo,18.07.,16:21,21:18,10,16.24,A-2110,100G Karamell-Mousse,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 29 Version 1.xlsx
Mi,03.08.,13:09,20:41,28,31.763176,A-28,100G Pfefferminz,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 31 Version 2.xlsx
Do,04.08.,10:00,14:30,14,16.112,A-938,KK 100G Ghana 81%,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 31 Version 2.xlsx
Do,04.08.,06:00,21:33,60,68.30165799999999,A-25,100G Marzipan,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 31 Version 2.xlsx
Do,04.08.,15:30,21:08,16,20.112,A-931,KK 100G Ghana 55%,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 31 Version 2.xlsx
Mi,03.08.,13:09,20:41,28,31.763176,A-28,100G Pfefferminz,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 31 Version 2.xlsx
Do,04.08.,10:00,14:30,14,16.112,A-938,KK 100G Ghana 81%,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 31 Version 2.xlsx
Do,04.08.,06:00,21:33,60,68.30165799999999,A-25,100G Marzipan,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 31 Version 2.xlsx
Do,04.08.,15:30,21:08,16,20.112,A-931,KK 100G Ghana 55%,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 31 Version 2.xlsx
Mi,03.08.,13:09,20:41,28,31.763176,A-28,100G Pfefferminz,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 31 Version 2.xlsx
Do,04.08.,10:00,14:30,14,16.112,A-938,KK 100G Ghana 81%,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 31 Version 2.xlsx
Do,04.08.,06:00,21:33,60,68.30165799999999,A-25,100G Marzipan,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 31 Version 2.xlsx
Do,04.08.,15:30,21:08,16,20.112,A-931,KK 100G Ghana 55%,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 31 Version 2.xlsx
Mo,08.08.,22:00,09:00,32,36.05,A-220,100G Waffel,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 32 Version 1.xlsx
Mo,08.08.,22:00,07:33,36,40.272027,A-294,100G Kakao-Mousse,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 32 Version 1.xlsx
Mo,08.08.,09:03,17:57,30,40.1,A-26,100G Nugat,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 32 Version 1.xlsx
Mo,15.08.,22:00,07:44,26,30.089009,A-214,100G Knusperkeks,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 33 Version 1.xlsx
Mo,15.08.,22:00,12:25,60,66.205238,A-26,100G Nugat,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 33 Version 1.xlsx
Mo,15.08.,13:10,21:01,30,36.051605,A-27,100G Joghurt,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 33 Version 1.xlsx
Mo,22.08.,22:00,08:54,46,50.005,A-237,100G Erdbeer-Joghurt,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 34 Version 1.xlsx
Mo,22.08.,10:24,19:08,35,40.072013,A-26,100G Nugat,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 34 Version 1.xlsx
Mo,19.09.,22:00,13:23,48,50.37703699999999,A-220,100G Waffel,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 38 Version 1.xlsx
Mo,19.09.,22:00,10:52,50,54.241424,A-294,100G Kakao-Mousse,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 38 Version 1.xlsx
Mo,26.09.,22:00,07:51,26,30.40304,A-214,100G Knusperkeks,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 39 Version 1.xlsx
Mo,26.09.,22:00,19:23,90,98.099616,A-26,100G Nugat,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 39 Version 1.xlsx
Mo,26.09.,10:21,16:30,18,20.16,A-2110,100G Karamell-Mousse,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 39 Version 1.xlsx
Di,04.10.,22:00,09:37,30,38.069807,A-220,100G Waffel,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 40 Version 1.xlsx
Di,04.10.,22:00,07:03,36,38.139814,A-294,100G Kakao-Mousse,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 40 Version 1.xlsx
Di,04.10.,11:07,22:00,30,33.3,A-214,100G Knusperkeks(*),H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 40 Version 1.xlsx
Di,04.10.,08:33,19:27,46,50.1,A-26,100G Nugat,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 40 Version 1.xlsx
Mo,10.10.,22:00,13:34,40,48.094809,A-214,100G Knusperkeks,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 41 Version 1.xlsx
Mo,10.10.,22:00,17:12,80,88.113619,A-26,100G Nugat,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 41 Version 1.xlsx
Mo,24.10.,22:00,12:16,40,44.062406,A-214,100G Knusperkeks,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_Kw 43 Version 1.xlsx
Mo,24.10.,22:00,16:19,80,84.08081299999999,A-26,100G Nugat,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_Kw 43 Version 1.xlsx
Mi,02.11.,22:00,07:07,34,38.40584,A-294,100G Kakao-Mousse,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 44 Version 1.xlsx
Mi,02.11.,08:41,18:25,25,30.086,A-214,100G Knusperkeks,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 44 Version 1.xlsx
Mo,07.11.,22:00,16:11,50,56.13,A-214,100G Knusperkeks,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 45 Version 1.xlsx
Mo,14.11.,22:00,15:07,68,72.13521300000001,A-294,100G Kakao-Mousse,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 46 Version 1.xlsx
Mo,28.11.,22:00,14:40,65,70.245024,A-294,100G Kakao-Mousse,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 48 Version 1.xlsx
Mo,28.11.,22:30,06:35,24,28.1,A-217,100G Weisse Mango Maracuja,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 48 Version 1.xlsx
Mo,05.12.,22:00,17:29,56,60.146,A-214,100G Knusperkeks,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 49 Version 1.xlsx
Mo,19.12.,22:00,04:06,16,20,A-220,100G Waffel,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 51 Version1.xlsx
Mo,19.12.,22:00,19:41,90,99.4,A-26,100G Nugat,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 51 Version1.xlsx
Mo,19.12.,05:36,12:11,18,20.326,A-214,100G Knusperkeks,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 51 Version1.xlsx
Mo,12.09.,22:00,11:59,38,43.194319,A-214,100G Knusperkeks,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2_H3_KW 37_Version 1.xlsx
Mo,12.09.,22:00,20:17,90,102.242444,A-26,100G Nugat,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2_H3_KW 37_Version 1.xlsx
Mi,30.03.,12:00,18:48,20,30.486778,A-212,"100G Mandel Orange 
(Rohstoff RF-6722 knapp)",M3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/M2M3/WP_M2_M3_KW 13 Version 1.xlsx
Di,04.10.,13:18:00,21:30:00,28,32,A-700,NK 100G Voll-Nuss,M3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/M2M3/WP_M2_M3_KW 40_Version 1.xlsx
Mo,23.01.,22:00,05:47,22,24.068407,A-214,100G Knusperkeks,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 04 Version 1.xlsx
Mo,23.01.,07:17,13:25,15,20.092009,A-220,100G Waffel,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 04 Version 1.xlsx
Mo,06.02.,22:00,12:55:00,58,68.189235,A-26,100G Nugat,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 06 Version 1.xlsx
Mo,06.02.,23:30,12:16,40,44.224,A-217,100G Weisse Mango Maracuja,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 06 Version 1.xlsx
Mo,06.02.,13:40:00,20:49:00,25,30.4,A-27,100G Joghurt,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 06 Version 1.xlsx
Mo,13.02.,22:00,07:47,25,30.20102,A-214,100G Knusperkeks,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 07 Version 1.xlsx
Mo,13.02.,09:47,15:24,12,20.048,A-932,KK 100G Nicaragua 61%,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 07 Version 1.xlsx
Mo,13.02.,06:00,18:38,48,58,A-26,100G Nugat,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 07 Version 1.xlsx
Mo,20.02.,22:00,13:38,50,54.128,A-217,100G Weisse Mango Maracuja,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 08 Version 1.xlsx
Mo,20.02.,06:00,11:22,20,22.668267,A-294,100G Kakao-Mousse,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 08 Version 1.xlsx
Mo,27.02.,22:00,07:48,26,30.257025,A-214,100G Knusperkeks,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_Kw 09 Version 1.xlsx
Mo,27.02.,09:48,15:24,16,20,A-938,KK 100G Ghana 81%,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_Kw 09 Version 1.xlsx
Mo,27.02.,06:00,20:53,58,68.30165799999999,A-26,100G Nugat,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_Kw 09 Version 1.xlsx
Mo,06.03.,22:00,12:29,46,50.176,A-217,100G Weisse Mango Maracuja,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 10 Version 1.xlsx
Mo,06.03.,07:14,19:13,45,55.019002,A-26,100G Nugat,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 10 Version 1.xlsx
Mo,13.03.,22:00,08:08,28,31.279128,A-214,100G Knusperkeks,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 11 Version 1.xlsx
Mo,20.03.,22:00,10:45,42,44.128,A-217,100G Weisse Mango Maracuja,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 12 Version 1.xlsx
Mo,20.03.,12:45,18:52,16,20.078008,A-220,100G Waffel,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 12 Version 1.xlsx
Mo,27.03.,22:00,07:29:00,26,30.3,A-214,100G Knusperkeks,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 13 Version 1.xlsx
Mo,27.03.,22:00,15:05,74,78.399677,A-26,100G Nugat,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 13 Version 1.xlsx
Mo,27.03.,15:50,21:57,24,28.066806,A-27,100G Joghurt,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 13 Version 1.xlsx
Mo,03.04.,22:00,06:40,20,30.016,A-217,100G Weisse Mango Maracuja,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 14 Version 1.xlsx
Mo,03.04.,08:40,15:23,16,22.024202,A-220,100G Waffel,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 14 Version 1.xlsx
Mi,12.04.,22:00,09:02,30,34.09941000000001,A-214,100G Knusperkeks,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 15 Version 1.xlsx
Mi,12.04.,06:00,17:48,50,54.170832,A-26,100G Nugat,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 15 Version 1.xlsx
Mi,12.04.,16:55,19:59,5,7.404,A-623,250G Knusperflakes,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 15 Version 1.xlsx
Mo,24.04.,22:00,11:00,36,40.156015,A-214,100G Knusperkeks,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 17 Version 1 (1).xlsx
Mo,24.04.,22:00,17:38,80,90.098016,A-26,100G Nugat,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 17 Version 1 (1).xlsx
Mo,24.04.,22:00,11:00,36,40.156015,A-214,100G Knusperkeks,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 17 Version 1 (1).xlsx
Mo,24.04.,22:00,17:38,80,90.098016,A-26,100G Nugat,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 17 Version 1 (1).xlsx
Mo,08.05.,13:28,19:09,?,18.626,A-2110,100G Karamell-Mousse,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 18 Version 1.xlsx
Di,02.05.,22:00,03:46,15,20,A-217,100G Weisse Mango Maracuja,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 18 Version 1.xlsx
Di,02.05.,22:00,03:43,18,22.1,A-294,100G Kakao-Mousse,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 18 Version 1.xlsx
Di,02.05.,05:13,13:56,30,40.008,A-26,100G Nugat,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 18 Version 1.xlsx
Di,02.05.,14:41,19:03,15,20.082008,A-27,100G Joghurt,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 18 Version 1.xlsx
Mo,08.05.,13:28,19:09,?,18.626,A-2110,100G Karamell-Mousse,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 18 Version 1.xlsx
Mo,08.05.,12:50,18:20,?,18.052,A-2110,100G Karamell-Mousse,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 19 Version 1.xlsx
Mo,08.05.,22:00,10:20,34,38.097809,A-214,100G Knusperkeks,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 19 Version 1.xlsx
Mo,08.05.,12:50,18:20,?,18.052,A-2110,100G Karamell-Mousse,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 19 Version 1.xlsx
Mo,15.05.,22:00,02:37,12,16,A-217,100G Weisse Mango Maracuja,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 20 Version 1.xlsx
Mo,15.05.,04:37,08:17,8,12.013201,A-220,100G Waffel,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 20 Version 1.xlsx
Mo,15.05.,11:17,14:35,8,10.081008,A-611,250G Weiss + Crisp,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 20 Version 1.xlsx
Mo,15.05.,16:20,21:04,10,14.2,A-601,250G Nugat,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 20 Version 1.xlsx
Mo,15.05.,15:58,19:17,10,14.029403,A-294,100G Kakao-Mousse,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 20 Version 1.xlsx
Mo,22.05.,22:00,05:08,18,22.022,A-214,100G Knusperkeks,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 21 Version 1.xlsx
Mo,22.05.,06:00,09:22,10,14.183418,A-294,100G Kakao-Mousse,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 21 Version 1.xlsx
Mo,22.05.,10:52,16:19,20,25.013002,A-26,100G Nugat,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 21 Version 1.xlsx
Mo,22.05.,12:10:00,17:17:00,16,20.064,A-938,KK 100G Ghana 81%,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 21 Version 1.xlsx
Mo,22.05.,17:04,20:34,10,16.113611,A-27,100G Joghurt,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 21 Version 1.xlsx
Mo,05.06.,22:00,12:28,34,44,A-214,100G Knusperkeks,H2,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 23 Version 1.xlsx
Mo,05.06.,22:00,03:28,20,25.125024,A-26,100G Nugat,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 23 Version 1.xlsx
Mo,05.06.,04:58,10:25,20,25.066022,A-298,100G Kokos,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 23 Version 1.xlsx
Mo,05.06.,11:55,15:31,14,18,A-20,100G Halbbitter,H3,2023,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2023/H2H3/WP_H2+H3_KW 23 Version 1.xlsx
