Tag,Datum,Start,Ende,Min,Soll,Rezeptur,Produkt,System,Year,FilePath
Mo,23.08.,22:00,03:30,14,18,A-220,100G Waffel,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 34 Version 2.xlsx
Mo,23.08.,22:00,06:03,30,32.2,A-294,100G Kakao-Mousse,H3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 34 Version 2.xlsx
Mo,23.08.,07:33,17:44,34,44.4,A-20,100G Halbbitter,H3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 34 Version 2.xlsx
Mo,30.08.,22:00,05:42,20,25.2,A-2110,100G Karamell-Mousse,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 35 Version 1.xlsx
Mo,30.08.,06:00,17:48,37,47.2,A-28,100G Pfefferminz,H3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 35 Version 1.xlsx
Mo,30.08.,14:00,19:36,10,20,A-938,KK 100G Ghana 81%,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 35 Version 1.xlsx
Mo,06.09.,22:00,03:43,15,18.7,A-220,100G Waffel,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 36 Version 1.xlsx
Mo,06.09.,22:00,09:01,40,44.1,A-294,100G Kakao-Mousse,H3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 36 Version 1.xlsx
Mo,13.09.,22:00,19:26,60,66.2,A-214,100G Knusperkeks,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 37 Version 2.xlsx
Mo,13.09.,22:00,12:34,54,58.2,A-28,100G Pfefferminz,H3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 37 Version 2.xlsx
Mo,13.09.,22:00,19:26,60,66.2,A-214,100G Knusperkeks,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 37 Version 2.xlsx
Mo,13.09.,22:00,12:34,54,58.2,A-28,100G Pfefferminz,H3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 37 Version 2.xlsx
Mo,04.10.,22:00,05:42,20,25.3,A-220,100G Waffel,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 40 Version 1.xlsx
Mo,04.10.,22:00:00,11:50:00,50,60.1,A-26,100G Nugat,H3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 40 Version 1.xlsx
Mi,06.10.,23:50,05:45,14,16.2,A-624,250G Cranberry Nuss,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 40 Version 3.xlsx
Mi,06.10.,07:15,16:03,20,24.2,A-601,250G Nugat,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 40 Version 3.xlsx
Mi,06.10.,23:50,05:45,14,16.2,A-624,250G Cranberry Nuss,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 40 Version 3.xlsx
Mi,06.10.,07:15,16:03,20,24.2,A-601,250G Nugat,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 40 Version 3.xlsx
Do,07.10.,13:22,20:24,15,20.3,A-606,250G Goldschatz,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 40 Version 3.xlsx
Mo,04.10.,22:00,05:42,20,25.3,A-220,100G Waffel,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 40 Version 1.xlsx
Mo,04.10.,22:00,11:48,50,60.1,A-26,100G Nugat,H3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 40 Version X.xlsx
Di,05.10.,03:42,16:32:00,25,30.4,A-281,100G SPEKULATIUS,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 40 Version X.xlsx
Di,05.10.,18:32,21:56,8,10.4,A-611,250G Weiss + Crisp,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 40 Version X.xlsx
Di,05.10.,13:42,19:26,20,25,A-20,100G Halbbitter,H3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 40 Version X.xlsx
Mo,11.10.,22:00,10:32:00,30,35.6,A-214,100G Knusperkeks,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 41 Version 1.xlsx
Mo,18.10.,22:00,06:15,20,26.5,A-220,100G Waffel,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 42 Version 1.xlsx
Mo,18.10.,22:00,12:34,54,58.2,A-294,100G Kakao-Mousse,H3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 42 Version 1.xlsx
Mo,18.10.,07:45,20:10,30,38.3,A-214,100G Knusperkeks,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 42 Version 1.xlsx
Mo,18.10.,22:00,01:48,20,12.8734693877551,A-222,100G Nuss-Splitter(*),H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 42 Version 2.xlsx
Mo,18.10.,22:00,12:49,54,59.2,A-294,100G Kakao-Mousse,H3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 42 Version 2.xlsx
Mo,18.10.,22:00:00,09:41,20,25.8,A-220,100G Waffel,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 42 Version 2.xlsx
Di,19.10.,09:28,16:51,24,32.2,A-27,100G Joghurt,H3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 42 Version 2.xlsx
Mi,20.10.,23:06,05:48,15,18.3,A-624,250G Cranberry Nuss,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 42 Version 2.xlsx
Mi,20.10.,06:25,16:28,30,40.2,A-28,100G Pfefferminz,H3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 42 Version 2.xlsx
Mo,25.10.,22:00:00,12:32:00,32,40.2,A-214,100G Knusperkeks,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 43 Version 1.xlsx
Mo,25.10.,22:00,15:29,70,76.1,A-26,100G Nugat,H3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 43 Version 1.xlsx
Mo,25.10.,16:14,21:59,20,25.1,A-27,100G Joghurt,H3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 43 Version 1.xlsx
Mo,25.10.,13:52,19:31,15,20.2,A-938,KK 100G Ghana 81%,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 43 Version 1.xlsx
Di,02.11.,22:00,06:06,24,26.6,A-220,100G Waffel,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 44 Version 1.xlsx
Di,02.11.,22:00,09:34,42,46.3,A-294,100G Kakao-Mousse,H3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 44 Version 1.xlsx
Di,02.11.,08:06,19:54,30,36.4,A-214,100G Knusperkeks,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 44 Version 1.xlsx
Mo,08.11.,22:00,13:17:00,40,44.10000000000001,A-214,100G Knusperkeks,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 45 Version 2.xlsx
Mo,08.11.,14:47,22:00,20,25.79768421052632,A-932,KK 100G Nicaragua 61%(*),H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 45 Version 2.xlsx
Mo,08.11.,22:00,13:17:00,40,44.10000000000001,A-214,100G Knusperkeks,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 45 Version 2.xlsx
Mo,08.11.,14:47,22:00,20,25.79768421052632,A-932,KK 100G Nicaragua 61%(*),H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 45 Version 2.xlsx
Di,09.11.,23:42,11:28,35,42,A-933,KK 100G Peru 74%,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 45 Version 2.xlsx
Di,09.11.,04:11,12:36,26,36.6,A-27,100G Joghurt,H3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 45 Version 2.xlsx
Di,09.11.,12:28,18:39,15,22.1,A-938,KK 100G Ghana 81%,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 45 Version 2.xlsx
Mi,10.11.,03:22,11:06,20,25.3,A-2110,100G Karamell-Mousse,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 45 Version 2.xlsx
Mi,10.11.,09:07,17:53,34,38.2,A-20,100G Halbbitter,H3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 45 Version 2.xlsx
Mo,22.11.,22:00,05:34,20,26.2,A-217,100G Weisse Mango Maracuja,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 47 Version 1.xlsx
Mo,22.11.,22:00,13:13,56,66.3,A-26,100G Nugat,H3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 47 Version 1.xlsx
Mo,22.11.,13:58,19:44,20,25.1,A-27,100G Joghurt,H3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 47 Version 1.xlsx
Mo,29.11.,22:22,07:42,24,30,A-220,100G Waffel,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 48 Version 1.xlsx
Mo,29.11.,22:00,11:03,42,52.197219,A-294,100G Kakao-Mousse,H3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 48 Version 1.xlsx
Mo,29.11.,22:00,07:11,24,30.1,A-220,100G Waffel,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 48 Version 2.xlsx
Di,30.11.,00:18,06:03,20,25.074507,A-27,100G Joghurt,H3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 48 Version 2.xlsx
Di,30.11.,07:33,17:36,34,43.784755,A-20,100G Halbbitter,H3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 48 Version 2.xlsx
Di,30.11.,07:05,11:12,8,12.589259,A-611,250G Weiss + Crisp,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 48 Version 2.xlsx
Di,30.11.,12:57,17:27,8,12.317232,A-624,250G Cranberry Nuss,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 48 Version 2.xlsx
Mi,01.12.,03:01,11:47,20,25.382,A-603,250G Alpenmilch,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 48 Version 2.xlsx
Mo,29.11.,22:00,07:11,24,30.1,A-220,100G Waffel,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 48 Version 2.xlsx
Di,30.11.,00:18,06:03,20,25.074507,A-27,100G Joghurt,H3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 48 Version 2.xlsx
Di,30.11.,07:33,17:36,34,43.784755,A-20,100G Halbbitter,H3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 48 Version 2.xlsx
Di,30.11.,07:05,11:12,8,12.589259,A-611,250G Weiss + Crisp,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 48 Version 2.xlsx
Di,30.11.,12:57,17:27,8,12.317232,A-624,250G Cranberry Nuss,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 48 Version 2.xlsx
Mi,01.12.,03:01,11:47,20,25.382,A-603,250G Alpenmilch,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 48 Version 2.xlsx
Mo,06.12.,22:00,07:34,30,33.136,A-217,100G Weisse Mango Maracuja,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 49 Version 1.xlsx
Mo,06.12.,22:00,15:54,68,77.983594,A-26,100G Nugat,H3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 49 Version 1.xlsx
Mo,06.12.,09:34,19:20,25,30.145014,A-214,100G Knusperkeks,H2,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H2H3/WP_H2+H3_KW 49 Version 1.xlsx
Fr,15.01.,22:00,06:19,18.2,20.3,A-36,Mini Nugat,H4,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H4 RI RUM/Wochenplan_Hohl 4_ÜZ_KW02_Version 2.xlsx
Fr,15.01.,07:34,18:55,25.1,26.5,A-35,Mini Marzipan,H4,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/H4 RI RUM/Wochenplan_Hohl 4_ÜZ_KW02_Version 2.xlsx
Mo,17.05.,22:00,09:53,50,55.3,A-222,100G Nuss-Splitter,M3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/M2M3/WP_M2+M3_KW 20 Version 1.xlsx
Mo,12.07.,22:00,05:46,32,36.2,A-222,100G Nuss-Splitter,M3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/M2M3/WP_M2+M3_KW 28 Version 1.xlsx
Mo,12.07.,06:01,16:23,44,48.2,A-700,NK 100G Voll-Nuss,M3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/M2M3/WP_M2+M3_KW 28 Version 1.xlsx
Mo,19.07.,22:00,06:12,34,38.2,A-222,100G Nuss-Splitter,M3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/M2M3/WP_M2+M3_KW 29 Version 1.xlsx
Mo,19.07.,06:27,17:15,40,50.2,A-700,NK 100G Voll-Nuss,M3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/M2M3/WP_M2+M3_KW 29 Version 1.xlsx
Mo,04.10.,06:00,12:13,24,28.2,A-222,100G Nuss-Splitter,M3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/M2M3/WP_M2+M3_KW 40 Version 1.xlsx
Mo,04.10.,06:00,12:13,24,28.2,A-222,100G Nuss-Splitter,M3,2021,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2021/M2M3/WP_M2+M3_KW 40 Version 1.xlsx
Mo,02.05.,06:00,16:26,34,36.16,A-217,100G Weisse Mango Maracuja,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 18 Version 1.xlsx
Mo,02.05.,06:00,11:56,22,25.048505,A-294,100G Kakao-Mousse,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 18 Version 1.xlsx
Mo,02.05.,13:26,20:50,24,34.00680000000001,A-26,100G Nugat,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 18 Version 1.xlsx
Mo,03.01.,08:00,12:33,10,16.272,A-938,KK 100G Ghana 81%,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 01 2022 Version 1.xlsx
Di,04.01.,07:00,12:53,18,21,A-933,KK 100G Peru 74%,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 01 2022 Version 1.xlsx
Mo,10.01.,22:00,10:08,38,42.048,A-217,100G Weisse Mango Maracuja,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 02 Version 2.xlsx
Mo,10.01.,22:00,11:00,48,52.01520099999999,A-294,100G Kakao-Mousse,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 02 Version 2.xlsx
Mo,10.01.,22:00,10:08,38,42.048,A-217,100G Weisse Mango Maracuja,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 02 Version 2.xlsx
Mo,10.01.,22:00,11:00,48,52.01520099999999,A-294,100G Kakao-Mousse,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 02 Version 2.xlsx
Mo,24.01.,22:00,14:52,54,58.4,A-217,100G Weisse Mango Maracuja,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 04 Version 2.xlsx
Mo,24.01.,22:00,10:27,46,50.22302200000001,A-294,100G Kakao-Mousse,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 04 Version 1.xlsx
Mo,24.01.,22:00,14:52,54,58.4,A-217,100G Weisse Mango Maracuja,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 04 Version 2.xlsx
Mo,24.01.,22:00,10:46,46,51.53,A-294,100G Kakao-Mousse,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 04 Version 2.xlsx
Di,25.01.,04:42,10:30,20,25.50655,A-27,100G Joghurt,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 04 Version 2.xlsx
Di,25.01.,06:30,12:40,15,20.202,A-2110,100G Karamell-Mousse,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 04 Version 2.xlsx
Di,25.01.,12:00,22:00,50,54,A-237,100G Erdbeer-Joghurt(*),H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 04 Version 2.xlsx
Mi,26.01.,23:30:00,05:31:00,20,25.088,A-20,100G Halbbitter,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 04 Version 2.xlsx
Mi,26.01.,04:24,16:11,24,34.09,A-603,250G Alpenmilch,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 04 Version 2.xlsx
Mi,26.01.,06:16:00,16:13:00,30,40.148014,A-28,100G Pfefferminz,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 04 Version 2.xlsx
Mi,26.01.,17:56,21:42,8,11.521152,A-611,250G Weiss + Crisp,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 04 Version 2.xlsx
Mo,31.01.,22:00,06:07,20,25.090509,A-214,100G Knusperkeks,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 05 Version 1.xlsx
Mo,31.01.,08:37:00,15:02:00,16,21.042,A-2110,100G Karamell-Mousse,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 05 Version 1.xlsx
Mo,31.01.,06:00,15:39,34,44.328864,A-26,100G Nugat,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 05 Version 1.xlsx
Mo,31.01.,16:32:00,22:10:00,15,20.112,A-938,KK 100G Ghana 81%,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 05 Version 1.xlsx
Mo,31.01.,16:24,21:51,20,25.074507,A-27,100G Joghurt,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 05 Version 1.xlsx
Mi,02.02.,06:53:00,11:30:00,10,14.084,A-622,250G Nuss-Splitter,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 05 Version 1.xlsx
Mo,07.02.,22:00,04:18,20,26.1,A-294,100G Kakao-Mousse,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 06 Version 1.xlsx
Mo,07.02.,05:48,13:05,20,33.2,A-26,100G Nugat,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 06 Version 1.xlsx
Mo,07.02.,13:50,19:20,15,25,A-27,100G Joghurt,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 06 Version 1.xlsx
Mo,07.02.,22:00,04:18,20,26.560656,A-294,100G Kakao-Mousse,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 06 Version 2.xlsx
Mo,07.02.,05:48,13:05,20,33.446688,A-26,100G Nugat,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 06 Version 2.xlsx
Mo,07.02.,13:50,19:20,15,25.282528,A-27,100G Joghurt,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 06 Version 2.xlsx
Di,08.02.,01:30,07:39,15,20.134013,A-220,100G Waffel,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 06 Version 2.xlsx
Mo,14.02.,22:00,05:52,20,24.292429,A-214,100G Knusperkeks,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 07 Version 1.xlsx
Mo,14.02.,22:00,14:09,64,74.142826,A-26,100G Nugat,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 07 Version 1.xlsx
Mo,14.02.,07:22,12:59,15,20.048,A-932,KK 100G Nicaragua 61%,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 07 Version 1.xlsx
Mo,14.02.,14:54,20:23,20,25.20252,A-27,100G Joghurt,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 07 Version 1.xlsx
Mo,14.02.,13:59,21:49,21,28,A-933,KK 100G Peru 74%,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 07 Version 1.xlsx
Di,22.02.,22:00,13:37,50,54.08,A-217,100G Weisse Mango Maracuja,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 08 Version 1.xlsx
Di,22.02.,22:00,08:00,38,42.144214,A-294,100G Kakao-Mousse,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 08 Version 1.xlsx
Mo,28.02.,22:45,11:04,30,38.041804,A-214,100G Knusperkeks,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 09 Version 1.xlsx
Mo,28.02.,22:45,12:43,54,64.076813,A-26,100G Nugat,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 09 Version 1.xlsx
Mo,28.02.,15:04,20:42,16,18.48,A-2110,100G Karamell-Mousse,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 09 Version 1.xlsx
Di,01.03.,22:12,04:05,14,21,A-933,KK 100G Peru 74%,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 09 Version 1.xlsx
Fr,11.03.,22:54,07:55,?,33,A-18,100G Alpenmilch,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 10 Konzept.xlsx
Mo,14.03.,22:00,16:51,54,58.189818,A-214,100G Knusperkeks,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 11 Version 2.xlsx
Di,15.03.,01:20,05:15,12,14.032,A-932,KK 100G Nicaragua 61%,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 11 Version 2.xlsx
Di,15.03.,06:15,12:55,26,30.611061,A-27,100G Joghurt,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 11 Version 2.xlsx
Di,15.03.,06:15,10:09:00,12,14,A-933,KK 100G Peru 74%,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 11 Version 2.xlsx
Di,15.03.,10:09:00,14:21:00,9,11.2,A-933,KK 100G Ghana 81%,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 11 Version 2.xlsx
Di,15.03.,15:21,18:28,80,11.136,A-931,KK 100G Ghana 55%,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 11 Version 2.xlsx
Do,24.03.,03:30:00,17:53:00,56,66,A-18,100G Alpenmilch,H3,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 12 Version 2.xlsx
Mo,28.03.,22:00,08:47,30,33.281328,A-214,100G Knusperkeks,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 13 Version 1.xlsx
Mo,28.03.,10:47,13:35,8,10.012,A-938,KK 100G Ghana 81%,H2,2022,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 13 Version 1.xlsx
